time_s,s_analytical_mm,s_numerical_mm,v_analytical_mm_s,v_numerical_mm_s,G_L_analytical_K_mm,G_L_numerical_K_mm,G_S_numerical_K_mm,G_L_from_Stefan_balance_K_mm,h_bar_W_m2K,h_i_W_m2K,liquid_model,T_analytical_3mm_C,T_analytical_10mm_C,T_analytical_15mm_C,T_analytical_30mm_C,T_analytical_50mm_C,T_analytical_90mm_C,T_numerical_3mm_C,T_numerical_10mm_C,T_numerical_15mm_C,T_numerical_30mm_C,T_numerical_50mm_C,T_numerical_90mm_C
27.250001,36.31134431,36.94355754,0.99901971,0.99770891,0.97684165,1.37431593,4.66037771,-0.20485976,4264.000000,inf,conduction,443.679381,496.094615,531.404024,625.735087,671.611257,687.841037,438.271893,490.286237,525.535259,620.873148,673.163716,688.866472
27.500277,36.56096362,37.17383038,0.99573367,0.99522556,0.97341680,0.88965337,6.91204103,5.09317841,4264.000000,inf,conduction,442.637358,494.941343,530.190260,624.438187,671.395729,687.763051,437.253864,489.154862,524.336148,619.469746,672.922550,688.807196
27.749985,36.80920025,37.44095654,0.99248903,0.99159310,0.97004097,1.35496735,4.64590850,-0.17060489,4264.000000,inf,conduction,441.606325,493.800021,528.988786,623.152883,671.181428,687.684558,436.246407,488.036488,523.156743,618.246707,672.681863,688.747280
28.000262,37.05719355,37.66977724,0.98927041,0.98814216,0.96669791,0.88077679,6.90191764,5.14838309,4264.000000,inf,conduction,440.581457,492.665316,527.793996,621.873229,670.967377,687.605214,435.245292,486.923814,521.976963,616.922627,672.441158,688.686459
28.249969,37.30382453,37.93466234,0.98609184,0.98451543,0.96340197,1.32318649,4.65843333,-0.06245222,4264.000000,inf,conduction,439.567287,491.542255,526.611193,620.604952,670.754551,687.525393,434.254488,485.823436,520.816217,615.659959,672.200508,688.625015
28.500246,37.55022493,38.16237054,0.98293828,0.98124684,0.96013733,0.87031235,6.92244220,5.27322919,4264.000000,inf,conduction,438.559073,490.425591,525.434862,619.342184,670.541979,687.444743,433.269779,484.728923,519.655288,614.411556,671.960360,688.562677
28.749954,37.79528272,38.42476921,0.97982351,0.97761764,0.95691803,1.28113620,4.69738167,0.10554527,4264.000000,inf,conduction,437.561278,489.320276,524.270225,618.090579,670.330629,687.363644,432.295138,483.646012,518.512569,613.113562,671.719756,688.499735
29.000230,38.04012219,38.65172654,0.97673279,0.97456558,0.95372863,0.85878762,6.97122919,5.46184376,4264.000000,inf,conduction,436.569239,488.221149,523.111856,616.844346,670.119538,687.281740,431.326350,482.569135,517.370082,611.934279,671.480250,688.435909
29.249938,38.28363813,38.91137480,0.97367964,0.97089567,0.95058290,1.23146509,4.76253576,0.33292298,4264.000000,inf,conduction,435.587350,487.133086,521.964899,615.609066,669.909663,687.199415,430.367403,481.503193,516.244740,610.607927,671.239705,688.371498
29.500215,38.52694755,39.13798398,0.97064964,0.96812780,0.94746576,0.84690610,7.04467367,5.70546100,4264.000000,inf,conduction,434.611027,486.051012,520.824013,614.379026,669.700049,687.116306,429.414070,480.443438,515.120337,609.487473,671.000915,688.306215
29.749922,38.76895194,39.39458103,0.96765605,0.96425385,0.94439069,1.17695934,4.85399463,0.62097850,4264.000000,inf,conduction,433.644596,484.979728,519.694269,613.159733,669.491648,687.032804,428.470368,479.394003,514.011724,608.143201,670.760449,688.240364
30.000199,39.01076117,39.62131159,0.96468474,0.96205282,0.94134299,0.83554371,7.13675053,5.98864920,4264.000000,inf,conduction,432.683548,483.914241,518.570408,611.945549,669.283509,686.948539,427.532047,478.350862,512.905064,607.066622,670.522424,688.173653
30.249907,39.25128328,39.87449452,0.96174873,0.95845712,0.93833585,1.12025018,4.97214319,0.96209230,4264.000000,inf,conduction,431.732145,482.859282,517.457426,610.741913,669.076578,686.863908,426.603158,477.317507,511.812573,605.719198,670.282077,688.106392
30.500183,39.49162117,40.10192636,0.95883419,0.95663672,0.93535492,0.82583361,7.23634893,6.28210359,4264.000000,inf,conduction,430.785950,481.809935,516.350146,609.543260,668.869910,686.778535,425.679424,476.290475,510.723297,604.666381,670.044824,688.038283
30.749891,39.73068933,40.35122935,0.95595390,0.95489732,0.93241312,1.06364012,5.11758103,1.34216440,4264.000000,inf,conduction,429.849163,480.770863,515.253495,608.354958,668.664443,686.692821,424.764932,475.272808,509.646395,603.335315,669.804690,687.969642
31.000168,39.96958380,40.58012283,0.95309429,0.95257618,0.92949643,0.81933337,7.32121739,6.52598102,4264.000000,inf,conduction,428.917415,479.737227,514.162370,607.171515,668.459239,686.606386,423.855381,474.261386,508.574089,602.282092,669.568126,687.900165
31.249876,40.20722542,40.82490765,0.95026792,0.95041545,0.92661753,1.00900951,5.29104797,1.79811382,4264.000000,inf,conduction,427.994846,478.713622,513.081631,605.998233,668.255231,686.519635,422.954886,473.259045,507.512355,600.990350,669.328392,687.830174
31.500152,40.44470349,41.05634801,0.94746148,0.94762695,0.92376270,0.81871080,7.34080105,6.62694787,4264.000000,inf,conduction,427.077157,477.695284,512.006252,604.829690,668.051486,686.432184,422.059133,472.262743,506.456521,599.913694,669.092286,687.759359
31.749860,40.68094509,41.29566337,0.94468732,0.94512754,0.92094437,0.95783049,5.49323693,2.33026988,4264.000000,inf,conduction,426.168426,476.686742,510.941023,603.671121,667.848929,686.344441,421.172245,471.275386,505.409668,598.682302,668.853302,687.688048
32.000137,40.91703293,41.53141809,0.94193239,0.94189586,0.91814914,0.83080726,7.15230225,6.24957354,4264.000000,inf,conduction,425.264421,475.683305,509.880994,602.517173,667.646635,686.256016,420.289924,470.293733,504.369712,597.570514,668.617237,687.615924
32.249844,41.15190020,41.76364952,0.93920881,0.93917720,0.91538918,0.91124753,5.72441013,2.93764692,4264.000000,inf,conduction,424.369161,474.689438,508.830887,601.373019,667.445522,686.167323,419.416268,469.321020,503.337577,596.408131,668.379581,687.543322
32.500121,41.38662316,42.00752875,0.93650378,0.93546854,0.91265140,0.89561494,6.08800476,3.83000782,4264.000000,inf,conduction,423.478481,473.700519,507.785827,600.233371,667.244670,686.077968,418.547030,468.353583,502.312824,595.265112,668.143017,687.469919
32.749829,41.62014100,42.22904508,0.93382921,0.93273609,0.90994774,0.87016657,5.98369194,3.61628314,4264.000000,inf,conduction,422.596342,472.720951,506.750470,599.103339,667.044991,685.988368,417.686243,467.395163,501.295337,594.163482,667.907427,687.396056
33.000105,41.85352364,42.48235494,0.93117255,0.92775865,0.90726537,1.42933186,4.06605485,-0.81680969,4264.000000,inf,conduction,421.718640,471.746182,505.720009,597.977702,666.845573,685.898124,416.829753,466.441556,500.285078,593.000251,667.669699,687.321404
33.249813,42.08571618,42.69207385,0.92854551,0.92575732,0.90461601,0.83541992,6.26742573,4.35814197,4264.000000,inf,conduction,420.849282,470.780553,504.699041,596.861508,666.647320,685.807656,415.981489,465.497054,499.282185,591.942710,667.437126,687.246309
33.500090,42.31778232,42.94143900,0.92593576,0.92425904,0.90198713,1.25897359,4.30705069,-0.21373926,4264.000000,inf,conduction,419.984225,469.819579,503.682826,595.749602,666.449326,685.716563,415.137420,464.556945,498.285757,590.774662,667.197326,687.170436
33.749797,42.54867296,43.15303379,0.92335481,0.92137496,0.89939020,0.80795728,6.56548358,5.10460775,4264.000000,inf,conduction,419.127322,468.867542,502.675898,594.646969,666.252488,685.625268,414.301351,463.625963,497.297330,589.739645,666.969065,687.094139
34.000074,42.77944569,43.39791176,0.92079056,0.91932164,0.89681295,1.12409428,4.57845565,0.47652371,4264.000000,inf,conduction,418.274591,467.920021,501.673586,593.548518,666.055907,685.533364,413.469384,462.699069,496.314212,588.586285,666.725961,687.017075
34.249782,43.00905714,43.61236317,0.91825434,0.91575534,0.89426666,0.78924768,6.85151338,5.83670153,4264.000000,inf,conduction,417.429830,466.981241,500.680363,592.459176,665.860475,685.441279,412.645198,461.781195,495.339975,587.550354,666.503729,686.939604
34.500058,43.23855889,43.85192715,0.91573425,0.91370823,0.89173930,1.01687779,4.88257299,1.25088508,4264.000000,inf,conduction,416.589115,466.046843,499.691623,591.373914,665.665297,685.348603,411.825021,460.867262,494.369847,586.432079,666.255716,686.861378
34.749766,43.46691317,44.07080705,0.91324144,0.90958759,0.88924195,0.78247790,7.05137997,6.37322218,4264.000000,inf,conduction,415.756192,465.120996,498.711781,590.297599,665.471258,685.255766,411.012425,459.962092,493.409351,585.378535,666.041411,686.782761
35.000043,43.69516568,44.30366811,0.91076423,0.90826039,0.88676281,0.93187466,5.22112921,2.10401195,4264.000000,inf,conduction,414.927196,464.199404,497.736293,589.225265,665.277471,685.162354,410.203731,459.060867,492.452089,584.307792,665.786805,686.703402
35.249750,43.92228418,44.53000794,0.90831358,0.90317268,0.88431277,0.79943890,6.88631811,6.05832258,4264.000000,inf,conduction,414.105821,463.286179,496.769518,588.161722,665.084815,685.068800,409.402446,458.168035,491.504749,583.236667,665.580126,686.623668
35.500027,44.14930859,44.75336442,0.90587801,0.90330222,0.88188027,0.86537649,5.59398948,3.03197850,4264.000000,inf,conduction,413.288256,462.377084,495.806974,587.102062,664.892409,684.974686,408.604940,457.279239,490.560346,582.207946,665.319615,686.543203
35.749735,44.37521209,44.99919949,0.90346830,0.90213449,0.87947600,1.46494736,3.83327671,-1.07624320,4264.000000,inf,conduction,412.478148,461.476179,494.852962,586.051041,664.701124,684.880450,407.814696,456.398435,489.625543,581.131368,665.112634,686.462379
36.000011,44.60102891,45.20132700,0.90107319,0.89978391,0.87708862,0.81508940,5.99598334,4.01209872,4264.000000,inf,conduction,411.671738,460.579287,493.903063,585.003808,664.510086,684.785671,407.028095,455.521748,488.693970,580.126570,664.854879,686.380837
36.249719,44.82573759,45.44272552,0.89870327,0.89822115,0.87472864,1.22390709,4.16290237,-0.26111220,4264.000000,inf,conduction,410.872624,459.690412,492.961523,583.965064,664.320160,684.690786,406.248627,454.652723,487.771184,579.060666,664.643585,686.298952
36.499996,45.05036677,45.64802036,0.89634748,0.89374321,0.87238495,0.78012681,6.40830939,5.04449930,4264.000000,inf,conduction,410.077102,458.805435,492.023980,582.930017,664.130478,684.595373,405.472666,453.787798,486.852266,578.059717,664.394078,686.216359
36.750272,45.27440877,45.88472311,0.89401096,0.89271360,0.87006259,1.05826881,4.52690382,0.65223832,4264.000000,inf,conduction,409.286932,457.926318,491.092517,581.900981,663.941470,684.499654,404.701964,452.928393,485.939119,577.018467,664.174271,686.133250
36.999980,45.49736117,46.09424323,0.89169869,0.88806329,0.86776645,0.76173888,6.77056445,5.95568210,4264.000000,inf,conduction,408.503830,457.054971,490.169162,580.880217,663.753560,684.403857,403.938140,452.076828,485.034548,576.010239,663.940584,686.049823
37.250257,45.72024441,46.32428464,0.88939986,0.88620718,0.86548573,0.93882743,4.93584514,1.68190398,4264.000000,inf,conduction,407.724164,456.187358,489.249640,579.863016,663.565890,684.307553,403.177714,451.228805,484.133037,575.004719,663.705547,685.965705
37.499964,45.94205003,46.54175523,0.88712468,0.88180971,0.86323048,0.76842692,6.84530876,6.20029007,4264.000000,inf,conduction,406.951419,455.327357,488.338064,578.853947,663.379308,684.211186,402.424020,450.388316,483.240205,573.988542,663.503633,685.881284
37.750241,46.16379310,46.76225592,0.88486253,0.88046657,0.86099010,0.85313690,5.38652344,2.80073153,4264.000000,inf,conduction,406.182013,454.470985,487.430217,577.848357,663.192963,684.114326,401.673618,449.551430,482.350331,573.011433,663.237195,685.796182
37.999949,46.38447022,47.00000000,0.88262343,0.87837193,0.85877448,0.66485098,3.71742177,-1.08273528,4264.000000,inf,conduction,405.419385,453.622071,486.530160,576.850760,663.007697,684.017420,400.929825,448.721767,481.468719,571.999540,663.080712,685.710793
38.250225,46.60509122,47.19904715,0.88039696,0.87838305,0.85657323,0.79339838,5.87152468,3.95916195,4264.000000,inf,conduction,404.660002,452.776686,485.633730,575.856559,662.822663,683.920034,400.189208,447.895729,480.590415,571.033918,662.769749,685.624734
38.499933,46.82465765,47.43430597,0.87819299,0.87700045,0.85439604,1.16787952,4.11470414,-0.13755601,4264.000000,inf,conduction,403.907259,451.938611,484.744939,574.870218,662.638700,683.822617,399.455086,447.076693,479.719654,570.040208,662.611031,685.538403
38.750210,47.04417416,47.63533572,0.87600124,0.87284332,0.85223272,0.75619764,6.35902627,5.16194267,4264.000000,inf,conduction,403.157671,451.103966,483.859678,573.887190,662.454966,683.724733,398.724032,446.261196,478.852667,569.072091,662.304692,685.451412
38.999918,47.26264722,47.86462536,0.87383146,0.87134219,0.85009281,0.99128026,4.55621125,0.95888754,4264.000000,inf,conduction,402.414589,450.276487,482.981908,572.911893,662.272293,683.626834,397.999353,445.452607,477.992606,568.105857,662.139667,685.364164
39.250194,47.48107639,48.07247280,0.87167353,0.86750809,0.84796630,0.74341374,6.72575287,6.07975243,4264.000000,inf,conduction,401.674574,449.452346,482.107573,571.939831,662.089845,683.528480,397.277651,444.647365,477.136516,567.133258,661.846930,685.276268
39.499902,47.69847295,48.29359913,0.86953704,0.86589863,0.84586257,0.87374886,5.04722705,2.16882267,4264.000000,inf,conduction,400.940936,448.635230,481.240588,570.975371,661.908449,683.430125,396.562192,443.849016,476.287140,566.191242,661.666130,685.188128
39.750178,47.91583145,48.51464675,0.86741204,0.86379487,0.84377178,0.78833304,6.17274214,4.82670329,4264.000000,inf,conduction,400.210281,447.821360,480.376945,570.014070,661.727275,683.331327,395.849637,443.053797,475.441487,565.223758,661.432403,685.099350
39.999886,48.13216795,48.72165817,0.86530797,0.86138094,0.84170318,0.79560171,5.58365731,3.47474452,4264.000000,inf,conduction,399.485877,447.014381,479.520514,569.060247,661.547143,683.232541,395.143187,442.265437,474.602741,564.292278,661.189755,685.010344
40.250163,48.34847204,48.95443529,0.86321506,0.85888961,0.83964709,1.21193524,3.91537684,-0.40238145,4264.000000,inf,conduction,398.764374,446.210561,478.667337,568.109507,661.367229,683.133325,394.439577,441.480063,473.767195,563.341378,661.095886,684.920709
40.499871,48.56376447,49.14952813,0.86114259,0.85674123,0.83761260,0.74776962,6.13778896,4.82345843,4264.000000,inf,conduction,398.049001,445.413500,477.821237,567.166124,661.188348,683.034135,393.741936,440.701420,472.938850,562.409404,660.709356,684.830860
40.750147,48.77902998,49.37632654,0.85908094,0.85608109,0.83559021,0.99687461,4.39519997,0.75200438,4264.000000,inf,conduction,397.336451,444.619513,476.978305,566.225752,661.009682,682.934526,393.047067,439.925727,472.113284,561.481413,660.620395,684.740392
40.999855,48.99329394,49.57869800,0.85703927,0.85503721,0.83358887,0.72938657,6.58783219,5.89583694,4264.000000,inf,conduction,396.629912,443.832156,476.142321,565.292619,660.832039,682.834956,392.358050,439.156553,471.294960,560.549137,660.244819,684.649724
41.250132,49.20753631,49.79719560,0.85500809,0.85309032,0.83159922,0.86283118,4.93174993,2.04119851,4264.000000,inf,conduction,395.926120,443.047793,475.309422,564.362425,660.654607,682.734976,391.671724,438.390346,470.479354,559.639126,660.195347,684.558447
41.499839,49.42078701,50.01403132,0.85299644,0.85095073,0.82963009,0.77576647,6.04810401,4.67803535,4264.000000,inf,conduction,395.228225,442.269936,474.483343,563.439354,660.478189,682.635049,390.991147,437.630445,469.670664,558.715590,658.574730,684.466983
41.750116,49.63402128,50.21755894,0.85099498,0.84767672,0.82767228,0.77840010,5.52001256,3.47842151,4264.000000,inf,conduction,394.533003,441.494993,473.660269,562.519154,660.301979,682.534723,390.313175,436.873491,468.864922,557.811920,658.559744,684.374920
41.999824,49.84627353,50.44542443,0.84901261,0.84521923,0.82573446,1.16133761,3.90106905,-0.28360035,4264.000000,inf,conduction,393.843568,440.726436,472.843892,561.605964,660.126774,682.434461,389.640857,436.122708,468.065629,556.905644,658.745787,684.282683
42.250100,50.05851437,50.63834539,0.84704012,0.84280963,0.82380760,0.73038949,6.12122873,4.93987703,4264.000000,inf,conduction,393.156733,439.960717,472.030443,560.695578,659.743443,682.333811,388.971064,435.374768,467.269490,556.002320,655.859685,684.189857
42.499808,50.26978264,50.85973424,0.84508631,0.84082018,0.82190025,0.94785887,4.43051035,1.00464120,4264.000000,inf,conduction,392.475578,439.201267,471.223570,559.792091,658.818259,682.233237,388.306822,434.632944,466.479525,555.114710,656.196699,684.096869
42.750085,50.48104437,51.06169274,0.84314209,0.84129651,0.82000350,0.71886990,6.53721354,5.93041002,4264.000000,inf,conduction,391.796956,438.444579,470.419551,558.891344,657.894866,682.132284,387.645041,433.893811,465.692633,554.216127,653.783855,684.003302
42.999792,50.69134276,51.27345839,0.84121614,0.83864748,0.81812577,0.82030257,5.02368527,2.41726275,4264.000000,inf,conduction,391.123907,437.694048,469.621991,557.997387,656.977440,682.031418,386.988698,433.160754,464.911952,553.339270,653.769970,683.909586
43.250069,50.90163933,51.50000000,0.83929951,0.83643419,0.81625832,0.85784047,3.45120092,-1.23873417,4264.000000,inf,conduction,390.453325,436.946208,468.827212,557.106106,656.061779,681.930183,386.334762,432.430271,464.134019,552.453534,653.964281,683.815300
